mdate,Rf,MktRf,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
195402,0.07%,1.68%,0.03%,-0.25%,-3.39%,2.38%,3.91%,-0.40%,1.94%,-0.19%,0.09%,1.75%,2.22%,0.25%,2.50%,5.49%,1.52%,5.70%,4.30%,-6.80%,2.90%,1.59%,2.58%,1.46%,4.06%,1.41%,0.96%,3.00%,0.34%,1.31%,1.56%,2.60%
195403,0.08%,3.65%,2.84%,-3.51%,0.29%,4.66%,2.39%,5.14%,1.77%,0.28%,4.53%,-2.75%,1.72%,6.05%,1.74%,7.09%,3.74%,11.80%,3.42%,0.79%,4.31%,2.96%,1.72%,2.88%,12.36%,6.15%,-0.26%,-0.77%,0.60%,-2.21%,4.91%,1.59%
195404,0.09%,4.20%,1.12%,-0.45%,4.04%,0.99%,5.13%,3.86%,-0.46%,1.20%,6.68%,-5.30%,3.71%,6.57%,5.37%,12.45%,3.58%,0.43%,3.08%,-1.98%,6.22%,1.24%,1.96%,1.97%,2.65%,7.84%,1.76%,1.40%,1.34%,1.99%,5.35%,4.10%
195405,0.05%,3.11%,1.30%,5.78%,-0.47%,3.47%,1.78%,6.18%,4.01%,1.61%,3.58%,12.93%,3.14%,6.92%,4.67%,-3.45%,4.30%,7.23%,7.57%,8.22%,2.93%,2.64%,1.23%,3.81%,5.94%,2.84%,5.36%,0.95%,2.71%,7.22%,1.45%,0.46%
195406,0.06%,1.09%,3.20%,-2.23%,-9.28%,1.11%,2.67%,5.31%,2.23%,-2.43%,3.78%,2.61%,5.62%,1.41%,2.19%,13.06%,1.63%,3.61%,-0.78%,3.49%,-5.95%,1.29%,0.54%,4.25%,3.32%,5.64%,1.19%,5.09%,2.06%,8.85%,2.68%,0.03%
195407,0.05%,4.99%,5.29%,9.05%,8.08%,7.65%,4.41%,1.97%,6.88%,8.21%,2.28%,8.47%,5.62%,7.93%,5.06%,-1.33%,10.20%,13.03%,5.43%,0.95%,4.26%,5.41%,4.36%,5.16%,1.25%,5.81%,6.64%,5.88%,3.64%,9.74%,7.48%,3.00%
195408,0.05%,-2.30%,-3.02%,0.20%,-1.37%,5.86%,-0.15%,2.30%,-3.97%,-2.56%,-3.38%,-4.22%,-3.48%,-6.29%,-2.97%,-5.23%,-3.70%,1.30%,-4.27%,3.67%,0.49%,-1.72%,-1.43%,0.15%,-3.52%,-4.44%,-4.11%,-1.41%,0.09%,11.85%,-0.32%,-0.10%
195409,0.09%,6.34%,3.55%,2.28%,5.65%,5.75%,2.71%,5.51%,2.63%,2.82%,7.26%,5.06%,6.07%,7.65%,5.71%,7.35%,13.83%,2.94%,8.72%,7.62%,10.03%,2.01%,2.49%,4.60%,4.58%,5.54%,3.76%,1.78%,4.47%,9.23%,3.22%,5.46%
195410,0.07%,-1.69%,-2.37%,-1.22%,-2.66%,-5.83%,-2.88%,-1.17%,-0.23%,-1.62%,-4.39%,-1.74%,2.63%,0.26%,1.70%,-2.77%,-0.41%,0.26%,-1.14%,-5.28%,-1.95%,-3.80%,-0.85%,1.81%,-0.34%,-0.28%,2.69%,-2.97%,-2.44%,-1.31%,-1.41%,1.45%
195411,0.06%,9.47%,6.39%,6.86%,2.98%,8.40%,5.08%,7.66%,3.96%,12.56%,14.75%,10.26%,14.90%,15.40%,9.79%,9.83%,5.72%,9.74%,11.37%,20.35%,7.94%,5.67%,3.43%,5.52%,19.95%,11.96%,11.62%,8.20%,8.35%,4.27%,10.67%,6.24%
195412,0.08%,5.45%,2.52%,8.28%,7.51%,10.15%,4.92%,2.91%,4.88%,6.12%,3.73%,7.39%,2.41%,12.25%,6.17%,4.21%,7.67%,14.70%,3.75%,10.20%,6.44%,3.57%,1.58%,7.84%,0.95%,5.45%,12.10%,5.28%,1.92%,14.14%,6.04%,3.42%
195501,0.08%,0.62%,0.20%,-3.99%,1.34%,-1.42%,0.24%,-1.12%,1.67%,-2.88%,-2.76%,1.73%,0.14%,3.39%,0.01%,4.40%,0.77%,8.75%,3.29%,-3.45%,0.44%,1.44%,0.80%,0.65%,1.78%,-3.84%,0.84%,-1.41%,2.11%,3.87%,0.17%,-0.53%
195502,0.09%,3.04%,1.81%,1.63%,-0.89%,2.23%,4.63%,4.47%,2.83%,2.85%,4.51%,1.18%,3.15%,4.41%,4.24%,4.51%,-0.96%,3.75%,-0.04%,7.41%,2.38%,3.64%,3.99%,7.69%,4.24%,4.75%,5.75%,0.65%,1.30%,1.90%,2.01%,6.57%
195503,0.10%,-0.21%,-0.25%,-2.14%,-0.15%,-3.08%,-3.31%,-1.94%,1.11%,6.09%,-1.10%,-5.25%,0.64%,2.97%,0.50%,-3.21%,0.12%,-2.37%,8.72%,0.24%,-0.24%,-0.73%,-0.19%,-4.35%,3.01%,1.02%,-0.02%,-2.38%,-1.53%,-0.80%,1.12%,-2.14%
195504,0.10%,3.13%,4.20%,-1.40%,8.74%,5.94%,0.50%,2.22%,0.03%,0.02%,8.06%,2.64%,4.96%,2.65%,1.67%,4.24%,5.38%,-7.49%,-0.09%,-2.14%,0.60%,2.56%,1.97%,-2.63%,7.41%,4.70%,6.19%,2.27%,1.80%,8.18%,-1.43%,7.10%
195505,0.14%,1.05%,-0.14%,2.97%,-2.07%,0.68%,-0.50%,0.12%,0.71%,3.15%,5.35%,0.19%,2.27%,2.09%,-0.95%,-0.38%,-0.65%,-0.65%,5.97%,8.62%,-0.71%,-0.14%,1.29%,-2.82%,0.88%,3.72%,0.59%,0.32%,2.63%,0.43%,2.34%,-3.24%
195506,0.10%,6.48%,2.72%,3.38%,-1.30%,3.60%,5.12%,2.35%,3.24%,0.17%,12.28%,5.82%,3.93%,12.41%,4.82%,3.22%,9.47%,-0.26%,0.56%,9.61%,11.21%,1.67%,0.69%,0.11%,1.88%,11.67%,1.75%,0.54%,4.22%,0.34%,3.87%,-0.89%
195507,0.10%,1.93%,0.85%,0.52%,7.31%,-0.10%,1.23%,1.90%,3.29%,0.13%,-2.06%,2.89%,0.11%,0.47%,-0.39%,-3.21%,17.47%,-1.96%,-4.37%,-2.67%,2.82%,3.76%,2.61%,2.50%,-1.96%,-3.62%,-1.46%,2.95%,2.06%,5.14%,-0.78%,-0.65%
195508,0.16%,0.27%,-1.16%,-0.26%,1.65%,-1.06%,-2.72%,1.40%,-0.61%,0.15%,2.44%,-1.46%,1.16%,6.19%,0.26%,2.10%,-3.31%,6.72%,6.39%,5.87%,-1.17%,0.10%,-2.44%,1.61%,-1.20%,-0.78%,-0.58%,-1.61%,1.84%,-1.86%,0.80%,4.90%
195509,0.16%,-0.36%,-2.96%,-0.78%,3.23%,-5.29%,0.23%,-3.20%,0.21%,-3.17%,-2.64%,-1.37%,0.54%,0.68%,-0.14%,-5.81%,9.21%,-2.61%,-3.77%,-3.98%,-0.35%,-2.69%,1.07%,1.24%,-1.49%,-0.20%,-1.78%,-4.42%,3.48%,-3.67%,-3.91%,-0.83%
195510,0.18%,-2.75%,-0.18%,-6.03%,-0.37%,-3.31%,-0.16%,-2.56%,-1.31%,0.82%,-2.41%,-1.37%,-2.80%,-5.46%,-1.93%,-6.16%,-4.90%,2.72%,-4.92%,0.83%,-1.01%,-0.97%,-1.15%,3.26%,-3.57%,-2.66%,-2.97%,1.76%,-2.64%,-4.12%,-1.08%,-1.01%
195511,0.17%,6.99%,3.62%,3.23%,3.79%,2.71%,6.99%,3.59%,0.36%,6.29%,7.56%,3.25%,5.64%,8.84%,9.10%,12.24%,9.53%,11.47%,10.53%,11.00%,8.56%,3.33%,1.63%,-1.65%,6.76%,7.71%,10.83%,1.46%,5.72%,1.25%,3.82%,2.38%
195512,0.18%,1.46%,0.94%,2.10%,1.71%,-1.51%,1.51%,-0.09%,1.34%,6.23%,2.32%,0.61%,2.58%,2.07%,4.03%,6.36%,-2.95%,7.59%,-2.18%,7.95%,3.65%,-0.05%,0.86%,1.61%,2.32%,3.65%,-1.80%,2.63%,-1.02%,4.51%,2.09%,2.16%
195601,0.22%,-3.02%,-2.16%,0.38%,0.21%,-5.40%,-1.44%,-3.53%,-1.75%,-6.50%,-4.62%,-1.34%,-4.46%,-3.90%,-4.15%,-5.71%,-6.97%,-6.44%,-2.67%,5.86%,0.49%,-0.29%,1.87%,2.32%,-4.33%,-4.45%,-2.28%,-0.50%,-4.21%,-3.85%,-3.58%,-2.50%
195602,0.19%,3.76%,2.35%,0.07%,-3.19%,8.04%,3.76%,6.77%,1.30%,8.27%,4.02%,0.34%,5.14%,4.82%,5.59%,6.11%,5.38%,3.75%,6.85%,12.10%,4.19%,2.01%,0.16%,6.54%,6.55%,7.55%,2.35%,5.85%,2.58%,-0.27%,3.57%,3.72%
195603,0.15%,6.67%,1.76%,4.71%,1.63%,0.42%,3.02%,4.26%,0.27%,7.26%,5.66%,-0.49%,11.76%,9.93%,4.38%,8.65%,4.61%,0.56%,1.69%,9.34%,11.46%,3.82%,1.43%,6.69%,13.58%,10.90%,6.97%,2.39%,0.10%,2.77%,5.66%,8.68%
195604,0.19%,0.32%,-0.28%,2.18%,7.05%,2.92%,2.57%,-0.71%,-1.57%,2.76%,-0.79%,-3.39%,0.00%,3.63%,2.88%,-2.56%,-5.01%,2.22%,-1.79%,-6.25%,3.73%,-2.17%,-0.88%,-4.96%,4.39%,1.89%,1.67%,0.39%,-1.72%,-0.71%,-0.02%,-3.92%
195605,0.23%,-5.15%,-2.70%,-3.85%,-4.07%,-3.60%,1.59%,-6.00%,-3.98%,-1.23%,-5.90%,-5.77%,-3.55%,-9.41%,-2.77%,-7.56%,-4.78%,-5.00%,-7.21%,-3.18%,-6.41%,-0.75%,-1.06%,-4.70%,-1.84%,-4.16%,-5.57%,-2.75%,-4.38%,2.69%,-5.30%,-2.51%
195606,0.20%,3.52%,0.48%,1.87%,0.66%,1.14%,3.74%,0.84%,1.44%,3.60%,4.13%,-0.57%,4.51%,5.01%,6.32%,5.17%,7.41%,3.84%,-0.12%,10.35%,2.66%,2.39%,1.28%,3.37%,9.89%,4.16%,1.59%,0.57%,2.16%,1.92%,1.49%,3.82%
195607,0.22%,4.86%,2.47%,0.45%,1.82%,1.10%,4.47%,3.11%,0.34%,3.09%,2.75%,0.53%,5.67%,10.85%,8.74%,5.33%,4.58%,5.82%,0.97%,2.25%,6.05%,5.23%,2.65%,-0.97%,5.21%,4.93%,2.17%,3.55%,4.55%,4.59%,2.56%,-0.97%
195608,0.17%,-3.20%,-1.71%,1.88%,-2.11%,1.42%,4.00%,2.00%,-1.14%,-3.07%,-3.67%,-2.59%,-3.90%,-1.82%,-3.58%,-3.04%,0.47%,5.43%,3.69%,-5.87%,-5.26%,-2.48%,-1.39%,6.76%,-4.34%,-7.46%,-5.24%,-0.35%,-4.36%,-2.70%,-2.66%,-3.59%
195609,0.18%,-5.15%,-3.30%,-1.70%,-4.16%,-2.70%,-6.29%,-4.22%,-3.41%,-3.68%,-6.74%,-1.95%,-6.27%,-4.63%,-3.14%,-6.84%,-2.37%,-4.72%,-4.84%,-2.09%,-5.86%,-3.86%,-2.84%,-5.23%,-6.85%,-9.40%,-4.06%,-1.69%,-4.80%,-4.50%,-4.61%,3.09%
195610,0.25%,0.47%,-0.32%,-2.00%,2.72%,1.05%,2.12%,-2.06%,0.14%,0.58%,0.83%,1.64%,-1.39%,0.68%,3.43%,3.33%,-0.14%,3.74%,-0.86%,8.03%,0.43%,1.14%,-1.40%,1.52%,3.14%,1.13%,2.00%,2.33%,1.04%,1.54%,0.53%,-3.07%
195611,0.20%,0.26%,-0.14%,-1.64%,-1.04%,0.26%,-0.27%,-1.59%,-0.98%,-1.30%,-3.32%,-1.56%,-3.32%,2.42%,1.94%,-1.38%,-3.38%,4.46%,1.13%,5.28%,5.31%,0.42%,1.53%,-0.03%,3.91%,-2.76%,-0.46%,2.99%,-2.51%,0.59%,1.63%,-1.93%
195612,0.24%,3.25%,0.92%,5.67%,2.41%,3.29%,-2.88%,5.53%,1.26%,6.06%,5.27%,-0.96%,5.44%,4.05%,6.63%,3.82%,2.27%,3.88%,2.37%,-0.98%,4.22%,1.82%,2.56%,3.02%,5.35%,1.89%,2.00%,3.65%,-0.54%,0.08%,1.33%,5.60%
195701,0.27%,-3.48%,1.34%,-0.13%,4.59%,1.56%,1.77%,-4.03%,1.35%,-2.27%,-5.64%,2.33%,-4.42%,-9.49%,-1.99%,-7.77%,-6.46%,-1.85%,0.76%,-4.94%,-4.11%,2.63%,2.90%,6.36%,-2.56%,-2.93%,-2.20%,4.91%,-1.73%,0.84%,1.47%,-4.64%
195702,0.24%,-2.11%,-1.28%,1.35%,-1.14%,-2.30%,0.30%,-2.44%,0.49%,-0.35%,-1.90%,-7.29%,-1.46%,-4.14%,-2.16%,0.50%,-2.08%,-6.59%,1.18%,-6.92%,-2.20%,-0.30%,0.33%,-0.29%,-2.23%,-1.14%,-4.23%,1.09%,-1.10%,-5.07%,-0.50%,0.11%
195703,0.23%,2.18%,1.51%,1.82%,1.10%,2.70%,1.28%,5.13%,1.76%,8.22%,2.54%,2.20%,1.76%,2.20%,1.91%,5.36%,0.66%,-0.20%,5.04%,1.33%,3.19%,1.71%,1.51%,3.63%,3.93%,0.90%,1.00%,0.43%,2.05%,2.57%,3.59%,4.68%
195704,0.25%,4.26%,1.70%,1.70%,0.49%,2.66%,7.69%,-0.49%,-1.75%,5.43%,5.48%,0.02%,1.12%,4.39%,2.91%,7.84%,7.99%,1.91%,-0.70%,-1.77%,7.06%,3.17%,0.44%,0.07%,9.18%,0.74%,2.53%,0.84%,0.04%,3.30%,5.46%,-0.47%
195705,0.26%,3.40%,0.94%,4.23%,-0.88%,4.26%,5.89%,-0.87%,0.78%,4.79%,3.53%,4.80%,5.35%,2.19%,2.55%,4.46%,1.71%,-0.37%,-0.62%,5.44%,7.64%,2.25%,1.04%,-2.26%,7.66%,5.03%,0.69%,3.60%,2.31%,0.75%,2.82%,-0.84%
195706,0.24%,-0.75%,-0.56%,0.88%,-1.56%,0.51%,2.44%,0.04%,-1.63%,6.46%,-0.11%,-1.85%,0.10%,1.37%,-2.32%,2.83%,0.27%,-5.60%,0.04%,-2.47%,-1.73%,-5.09%,-2.09%,0.78%,8.56%,4.30%,0.41%,-0.03%,-2.16%,-0.80%,-4.19%,0.51%
195707,0.30%,0.59%,1.84%,-1.66%,-0.48%,1.72%,0.01%,4.85%,-1.36%,2.60%,1.62%,-0.58%,1.66%,-0.27%,-1.85%,1.13%,3.73%,-3.34%,0.90%,-1.09%,1.04%,0.02%,-0.24%,2.08%,1.00%,-0.58%,2.19%,0.09%,2.82%,1.17%,-0.60%,-0.59%
195708,0.25%,-5.25%,-1.97%,-4.01%,2.89%,-4.99%,-4.00%,-2.08%,-3.11%,-2.98%,-6.67%,-7.00%,-7.03%,-7.03%,-5.69%,-6.51%,-3.42%,-1.48%,-5.95%,-6.98%,-5.72%,-2.58%,-0.12%,1.06%,-7.72%,-5.99%,-6.77%,-9.17%,-2.21%,-3.65%,-3.17%,-4.39%
195709,0.26%,-6.02%,-1.67%,-5.21%,5.36%,-5.49%,-0.14%,-1.75%,-2.25%,-3.04%,-6.51%,-5.39%,-5.15%,-8.74%,-7.27%,-6.66%,-7.38%,-9.63%,-10.02%,-9.37%,-7.95%,-1.73%,-2.22%,2.35%,-5.98%,-4.14%,-7.80%,-4.10%,0.31%,-2.54%,-3.93%,-3.33%
195710,0.29%,-4.40%,-1.93%,-2.09%,0.99%,-9.65%,-7.52%,-2.89%,-3.57%,-0.68%,-3.49%,-7.74%,-3.94%,-7.64%,-6.42%,-2.28%,-3.41%,-3.87%,-6.71%,-4.73%,-5.78%,-0.70%,-2.10%,-2.24%,-1.11%,-3.85%,-7.24%,-8.50%,-3.17%,-8.30%,-5.57%,-4.10%
195711,0.28%,2.27%,3.45%,5.25%,3.83%,4.19%,1.37%,3.79%,-1.66%,8.58%,4.90%,2.58%,4.78%,-1.02%,-1.66%,8.17%,-3.92%,11.92%,-3.90%,-1.46%,2.46%,4.38%,1.49%,2.92%,4.31%,6.66%,-1.86%,2.18%,1.38%,-2.78%,4.38%,-1.07%
195712,0.24%,-3.98%,1.29%,-2.96%,3.18%,-4.32%,-0.06%,2.92%,-2.46%,-0.48%,-3.26%,-7.39%,-2.80%,-8.85%,-7.40%,-4.74%,-6.52%,-5.71%,-7.49%,-7.79%,-6.97%,2.56%,1.26%,-1.75%,-1.27%,-3.07%,-6.57%,-3.50%,-1.96%,-1.74%,-0.65%,-0.61%
195801,0.28%,4.71%,6.89%,7.31%,5.98%,9.98%,5.70%,2.38%,8.50%,-0.41%,3.39%,16.24%,6.70%,8.55%,10.65%,3.51%,3.64%,5.38%,8.73%,9.06%,1.49%,6.26%,4.26%,4.27%,4.69%,4.79%,12.97%,4.62%,8.40%,11.81%,8.54%,5.23%
195802,0.12%,-1.53%,3.18%,2.89%,0.35%,-0.59%,-4.00%,2.36%,1.80%,4.95%,-3.76%,-1.66%,-0.79%,0.41%,-3.39%,-3.73%,-2.21%,-1.98%,-3.31%,-2.70%,-4.63%,1.27%,0.66%,4.05%,0.97%,-1.92%,-3.55%,0.42%,1.65%,-0.05%,1.34%,2.85%
195803,0.09%,3.29%,3.88%,3.02%,6.33%,2.10%,3.29%,4.32%,3.33%,8.17%,-0.31%,2.36%,3.12%,2.10%,3.94%,0.92%,2.52%,0.35%,8.58%,1.08%,8.02%,1.97%,1.17%,4.88%,4.62%,3.34%,0.47%,3.80%,4.20%,7.61%,3.26%,8.44%
195804,0.08%,3.00%,3.21%,3.68%,4.54%,1.98%,4.95%,2.13%,2.89%,6.55%,0.85%,5.12%,1.26%,1.35%,2.77%,-1.51%,4.37%,3.61%,0.97%,4.76%,5.15%,5.08%,2.70%,-0.26%,1.47%,1.71%,7.17%,0.81%,3.02%,1.72%,2.11%,-1.41%
195805,0.11%,2.35%,3.06%,3.44%,0.59%,5.41%,3.47%,-0.51%,3.09%,1.44%,1.65%,5.12%,1.97%,6.80%,3.13%,2.28%,4.18%,5.19%,4.52%,6.29%,0.26%,1.40%,2.11%,1.79%,0.64%,4.85%,4.06%,2.71%,3.59%,8.46%,2.16%,1.93%
195806,0.03%,2.92%,2.84%,3.08%,3.98%,5.27%,0.55%,3.87%,-4.25%,3.55%,3.05%,0.19%,2.64%,0.93%,3.12%,1.66%,3.06%,1.65%,3.59%,2.43%,4.99%,2.20%,1.66%,2.33%,5.83%,1.56%,2.58%,1.79%,2.25%,1.93%,2.95%,6.76%
195807,0.07%,4.42%,1.42%,3.30%,-0.03%,2.45%,-0.92%,9.99%,2.73%,5.97%,7.86%,7.47%,6.69%,11.54%,8.42%,4.84%,10.23%,5.98%,3.83%,12.45%,0.50%,1.13%,0.90%,-0.40%,2.56%,5.59%,8.47%,4.26%,2.03%,3.16%,2.02%,1.51%
195808,0.04%,1.87%,2.33%,5.07%,2.29%,7.05%,8.61%,-1.57%,2.79%,1.98%,2.56%,4.35%,2.36%,3.06%,3.69%,2.14%,-0.17%,0.46%,-2.23%,2.62%,1.91%,-1.00%,2.41%,1.47%,2.01%,2.92%,2.17%,3.53%,5.38%,6.39%,4.60%,9.50%
195809,0.19%,4.67%,1.93%,6.21%,8.00%,8.39%,7.76%,4.52%,4.04%,11.72%,2.87%,10.07%,3.76%,8.35%,4.20%,5.68%,9.49%,-0.51%,0.95%,-0.37%,3.35%,3.46%,5.04%,5.38%,6.77%,4.23%,8.05%,2.35%,4.02%,10.91%,-0.36%,-1.93%
195810,0.18%,2.57%,1.78%,5.99%,1.70%,7.92%,5.25%,9.69%,-0.23%,1.05%,0.80%,3.44%,1.36%,4.91%,3.24%,4.02%,2.78%,6.09%,3.08%,2.56%,1.31%,4.27%,1.46%,4.38%,5.00%,2.34%,3.79%,1.23%,2.05%,3.76%,3.68%,3.62%
195811,0.11%,2.94%,4.82%,5.53%,1.77%,4.77%,8.08%,4.67%,2.24%,8.03%,3.41%,2.68%,4.06%,0.60%,4.18%,3.90%,2.96%,0.21%,1.71%,-0.95%,1.98%,2.95%,2.14%,6.90%,4.83%,3.55%,5.76%,4.11%,5.63%,14.42%,2.33%,4.04%
195812,0.22%,5.07%,2.89%,0.70%,3.77%,0.29%,-1.64%,1.98%,4.15%,4.61%,5.81%,3.46%,5.06%,6.73%,2.86%,11.43%,3.65%,1.49%,4.15%,3.99%,1.20%,5.93%,13.28%,9.08%,14.89%,3.19%,2.30%,5.24%,5.24%,-1.68%,4.26%,8.07%
195901,0.21%,0.71%,2.34%,2.51%,8.76%,4.49%,3.87%,2.05%,8.15%,-0.62%,-0.27%,3.26%,1.82%,1.39%,1.28%,-0.68%,-0.42%,0.20%,4.73%,1.87%,0.49%,1.25%,3.91%,5.49%,-3.81%,0.77%,3.77%,0.10%,3.69%,2.58%,-2.61%,-1.33%
195902,0.19%,0.94%,2.92%,2.98%,0.75%,6.10%,-1.41%,3.52%,5.24%,3.86%,5.28%,5.71%,3.33%,1.32%,2.99%,4.57%,-0.59%,5.45%,-1.74%,-1.07%,-7.50%,1.26%,4.85%,-0.86%,5.80%,3.50%,1.26%,1.33%,2.78%,3.21%,2.36%,4.59%
195903,0.22%,0.23%,-0.59%,-2.43%,2.35%,4.86%,-0.11%,8.51%,-0.74%,4.25%,1.16%,1.25%,-0.02%,-3.68%,-0.23%,3.18%,-1.14%,3.62%,3.90%,0.58%,2.17%,1.64%,-0.43%,14.54%,1.46%,-0.72%,-0.47%,0.05%,-2.05%,5.98%,-2.95%,0.88%
195904,0.20%,3.59%,2.13%,1.49%,3.95%,11.22%,0.11%,-1.24%,2.13%,11.92%,7.18%,4.18%,4.11%,2.12%,4.01%,7.06%,9.08%,1.42%,-6.88%,-0.43%,1.76%,-1.13%,4.63%,2.59%,9.88%,1.76%,3.63%,7.04%,1.45%,-0.97%,1.53%,2.52%
195905,0.22%,1.73%,3.96%,0.85%,-5.87%,-1.56%,-1.82%,2.61%,0.03%,-1.07%,5.80%,2.44%,3.71%,5.04%,4.55%,1.21%,4.58%,1.90%,-1.31%,-1.13%,-0.94%,-1.09%,-1.04%,-7.12%,8.53%,-0.93%,1.10%,-0.99%,2.64%,-0.42%,0.75%,6.13%
195906,0.25%,-0.19%,-0.03%,0.36%,4.59%,4.17%,0.70%,-0.89%,1.38%,6.59%,-1.57%,6.62%,1.40%,4.90%,4.33%,-0.93%,0.31%,-4.24%,-4.02%,2.16%,-2.81%,-2.23%,-1.04%,4.49%,-1.04%,2.39%,1.58%,1.68%,1.88%,5.86%,2.60%,0.12%
195907,0.25%,3.17%,3.66%,10.24%,0.75%,4.12%,9.04%,2.32%,-1.02%,4.73%,6.35%,7.07%,1.97%,3.40%,2.12%,0.57%,7.21%,0.28%,1.08%,10.96%,4.85%,3.82%,0.60%,-1.09%,0.33%,3.05%,-0.69%,2.61%,1.74%,1.97%,1.27%,0.13%
195908,0.19%,-1.43%,-0.83%,-2.42%,3.13%,-2.06%,2.58%,3.28%,-1.19%,-3.57%,-3.37%,-3.09%,-2.56%,2.03%,-2.08%,-2.33%,0.74%,-10.92%,-1.76%,-0.05%,-3.18%,1.34%,0.61%,0.49%,-2.68%,-0.50%,-2.79%,-1.11%,0.88%,2.96%,-1.39%,0.40%
195909,0.31%,-4.80%,-3.13%,-4.27%,-3.02%,-5.09%,-5.37%,-6.38%,-0.95%,-4.96%,-5.12%,-2.43%,-4.32%,-5.19%,-7.16%,-4.64%,-4.37%,-5.42%,-4.40%,-5.90%,-6.92%,-4.35%,-0.96%,-5.16%,-3.77%,-2.89%,-3.43%,-4.85%,-1.79%,-4.95%,-4.68%,-4.59%
195910,0.30%,1.27%,3.39%,1.04%,6.00%,7.85%,5.32%,4.48%,5.53%,2.34%,1.51%,-2.25%,3.58%,-1.30%,1.71%,5.81%,-0.08%,3.83%,-1.35%,5.27%,1.09%,0.89%,1.30%,2.46%,4.21%,1.55%,-0.79%,6.03%,0.45%,7.31%,0.63%,3.25%
195911,0.26%,1.59%,0.84%,1.82%,2.07%,3.93%,0.72%,3.26%,0.45%,5.62%,2.31%,0.53%,1.12%,-0.37%,0.03%,10.36%,-0.19%,11.40%,0.81%,0.72%,-0.43%,0.40%,-1.23%,5.28%,8.11%,6.16%,-1.83%,6.97%,1.84%,-0.94%,1.36%,6.42%
195912,0.34%,2.46%,2.35%,0.69%,-2.68%,1.97%,7.63%,1.01%,2.21%,-1.67%,3.42%,1.07%,1.06%,2.54%,3.46%,5.90%,4.93%,-4.55%,4.74%,2.41%,4.27%,2.14%,4.31%,-1.62%,1.00%,1.80%,2.43%,-0.12%,2.70%,3.00%,0.51%,-6.16%
196001,0.33%,-6.97%,-4.16%,-5.39%,-1.72%,1.56%,-5.14%,-7.51%,-8.20%,-6.38%,-9.70%,-4.50%,-6.34%,-9.06%,-4.10%,-11.99%,-11.21%,-4.70%,-3.48%,-7.58%,-7.49%,-2.07%,0.95%,-5.85%,-7.58%,-9.08%,-4.14%,-5.00%,-5.97%,-9.70%,-4.35%,-3.65%
196002,0.29%,1.13%,3.64%,-1.86%,2.56%,4.52%,2.68%,9.59%,1.73%,0.31%,-0.45%,0.64%,3.36%,-1.74%,-1.83%,5.37%,-1.94%,2.32%,1.86%,-2.68%,-3.45%,2.76%,8.36%,9.42%,5.32%,3.29%,-0.73%,1.79%,3.83%,2.02%,-0.69%,6.61%
196003,0.35%,-1.63%,-1.32%,-2.58%,0.17%,-0.30%,2.53%,-0.21%,-2.24%,1.61%,-2.40%,-6.46%,-0.43%,-5.23%,-3.23%,-0.51%,-5.68%,-7.88%,-2.64%,-5.12%,-0.72%,1.75%,0.14%,0.04%,3.71%,-2.08%,-4.59%,-1.04%,0.07%,-3.47%,0.38%,-2.09%
196004,0.19%,-1.72%,1.36%,-1.99%,1.54%,6.64%,-0.98%,-1.09%,0.40%,1.65%,-5.34%,-0.89%,-1.26%,-5.34%,-3.90%,-1.06%,-1.67%,-1.18%,-0.62%,-2.78%,-4.29%,1.38%,-1.05%,7.33%,1.98%,0.60%,-1.95%,0.70%,-0.52%,9.02%,-0.46%,0.74%
196005,0.27%,3.13%,8.47%,-0.25%,2.71%,7.55%,11.94%,8.00%,2.01%,13.72%,3.67%,2.28%,3.45%,2.61%,1.19%,6.65%,0.53%,9.58%,-1.13%,2.68%,-3.58%,1.50%,3.32%,-1.48%,12.16%,3.12%,1.05%,1.81%,2.97%,1.07%,-0.22%,1.29%
196006,0.24%,2.06%,5.63%,0.70%,4.97%,2.50%,0.26%,6.61%,-1.35%,-0.16%,0.69%,4.33%,2.78%,1.56%,1.88%,0.07%,-0.06%,0.61%,-1.17%,-1.10%,3.62%,5.77%,-0.34%,-7.83%,2.64%,3.74%,2.39%,6.14%,4.17%,1.34%,3.98%,6.65%
196007,0.13%,-2.40%,-1.98%,-0.66%,4.72%,-4.58%,0.36%,-0.48%,-0.93%,-3.86%,-6.66%,-3.01%,-5.04%,-2.26%,-3.75%,-6.83%,-1.37%,1.89%,2.55%,2.17%,0.67%,-1.07%,0.10%,2.97%,-1.88%,-3.97%,-2.88%,-6.13%,-2.85%,-1.12%,0.24%,-5.82%
196008,0.17%,3.06%,4.74%,3.37%,5.37%,7.33%,3.80%,5.25%,3.14%,2.46%,1.34%,-0.68%,0.74%,0.80%,0.96%,-0.89%,3.28%,7.08%,7.11%,3.64%,4.11%,4.40%,7.11%,5.86%,2.87%,1.36%,2.19%,4.61%,3.11%,2.22%,3.83%,3.65%
